Date,EPSYLD,BOOKP,GROWTH,REVISIONS,PROFIT,LEVERAGE,DIVYLD,MOMENTUM,VOLATILITY,SIZE,LIQUIDITY,QESSIRCLEV,QESOILBETA,QESHFCROWDING,QESSHORTINTEREST,QESETFFLOW,AUTOS,BANKS,CAPITALGOODS,CHEMICALS,COMMPROFSVCS,CONSDURABLES,CONSSERVICES,DIVFINANCIALS,ENGEQUIPSERVICES,ENGEXPLOREPROD,FOODBEVTOBACCO,FOODSTAPLERETAIL,HARDWARE,HCEQUIPSERVICES,HHPPRODUCTS,INSURANCE,MEDIAENERTAIN,METALSMINING,OTHERMATERIALS,PHARMABIOTECH,REALESTATE,RETAIL,SEMISEQUIP,SOFTWARE,TELECOMM,TRANSPORTATION,UTILITIES,STYLE,SECTOR,SYSTEMATIC,RESIDUAL,TOTAL
2016-12-23,-0.0448699751359132,-0.216485946941467,0.125699687098172,0.0844247381042715,0.192418768194789,0.079162889064143,0.0573222704346525,0.132266273762777,0.0451349341157185,0.0104020989643238,0.0270319549248023,0.0497686464764353,-0.0405330870091778,-0.0346157176253965,-0.056925560245824,0.0222546740205436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2016-12-24,-0.0448699751359132,-0.216485946941467,0.125699687098172,0.0844247381042715,0.192418768194789,0.079162889064143,0.0573222704346525,0.132266273762777,0.0451349341157185,0.0104020989643238,0.0270319549248023,0.0497686464764353,-0.0405330870091778,-0.0346157176253965,-0.056925560245824,0.0222546740205436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2016-12-25,-0.0448699751359132,-0.216485946941467,0.125699687098172,0.0844247381042715,0.192418768194789,0.079162889064143,0.0573222704346525,0.132266273762777,0.0451349341157185,0.0104020989643238,0.0270319549248023,0.0497686464764353,-0.0405330870091778,-0.0346157176253965,-0.056925560245824,0.0222546740205436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2016-12-26,-0.0448699751359132,-0.216485946941467,0.125699687098172,0.0844247381042715,0.192418768194789,0.079162889064143,0.0573222704346525,0.132266273762777,0.0451349341157185,0.0104020989643238,0.0270319549248023,0.0497686464764353,-0.0405330870091778,-0.0346157176253965,-0.056925560245824,0.0222546740205436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2016-12-27,-0.0461215109992191,-0.216998516267032,0.122386600740935,0.067053823894295,0.198191817163535,0.07085381438976,0.036796864579749,0.120282846912771,0.0476569298608887,0.0094463980827444,0.026477813474839,0.045819008047952,-0.0396302552010254,-0.0411318985663817,-0.0507291530301655,0.0151018664140626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2016-12-28,-0.0361021627052662,-0.219028952290017,0.135959556221956,0.0748816852493865,0.196868279628457,0.0715894335302695,0.0323011003365844,0.127751604254762,0.052325054171158,0.0095907054759268,0.0451302902131508,0.046074395049974,-0.0407767908158619,-0.056683040915481,-0.0440310967003956,0.0158761895788375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2016-12-29,-0.0355079046325254,-0.219255437401209,0.128705118588294,0.078784100663606,0.199253115575251,0.0687315749927305,0.034886944148845,0.125257175957432,0.0540855331982785,0.0081293578923864,0.0458387361198358,0.0439948584849906,-0.0400297147839899,-0.058094001273371,-0.0486129860213963,0.0162418491940593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2016-12-30,-0.0364339678688457,-0.212078364082317,0.138517435479957,0.0648270158338715,0.195855995505201,0.054888868941926,0.0360059146912176,0.125815795774097,0.0576814796242045,0.0094708617902269,0.0438993692637279,0.0440054746945866,-0.0417916049694561,-0.0520490247883725,-0.0445947521634446,0.0184612889343844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2016-12-31,-0.0364339678688457,-0.212078364082317,0.138517435479957,0.0648270158338715,0.195855995505201,0.054888868941926,0.0360059146912176,0.125815795774097,0.0576814796242045,0.0094708617902269,0.0438993692637279,0.0440054746945866,-0.0417916049694561,-0.0520490247883725,-0.0445947521634446,0.0184612889343844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-01,-0.0364339678688457,-0.212078364082317,0.138517435479957,0.0648270158338715,0.195855995505201,0.054888868941926,0.0360059146912176,0.125815795774097,0.0576814796242045,0.0094708617902269,0.0438993692637279,0.0440054746945866,-0.0417916049694561,-0.0520490247883725,-0.0445947521634446,0.0184612889343844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-02,-0.0364339678688457,-0.212078364082317,0.138517435479957,0.0648270158338715,0.195855995505201,0.054888868941926,0.0360059146912176,0.125815795774097,0.0576814796242045,0.0094708617902269,0.0438993692637279,0.0440054746945866,-0.0417916049694561,-0.0520490247883725,-0.0445947521634446,0.0184612889343844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-03,-0.0357685396210876,-0.218391270565703,0.159600965432665,0.0699880185995165,0.204159713045535,0.056164173591058,0.0215060857611484,0.133973243085355,0.05466388067991,0.012960359110472,0.0395909955125607,0.0447865444703947,-0.0402723661134013,-0.05746771514043,-0.0284345811453352,0.0198890391030672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-04,-0.0390825544452406,-0.217489300701233,0.163346531178829,0.066349332324624,0.201128065690415,0.055433336716959,0.0248814803363345,0.127414265434835,0.055683445854657,0.0108117354296116,0.0470430210014567,0.0446819712688329,-0.0404375956347792,-0.057624930818274,-0.0359268357925486,0.0219580366623489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-05,-0.0330428506318649,-0.215987839042936,0.158906661811311,0.077119308464246,0.204714862167037,0.0461646702594711,0.0298229937403278,0.12642362064138,0.058393290606041,0.0059444208838186,0.0506115058257965,0.0445832782147058,-0.0402120903457674,-0.061336945303762,-0.0362015172439786,0.0130878949344963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-06,-0.0381894035517815,-0.217036618887588,0.158084572786829,0.0803567678585065,0.20660787097693,0.0505739673290485,0.0307194580817388,0.128444739972643,0.0567114528423865,0.0075413965917494,0.0584888876887415,0.0443797601468792,-0.0402726253767192,-0.0605624210595335,-0.0402911062032321,0.0332042073745848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-07,-0.0381894035517815,-0.217036618887588,0.158084572786829,0.0803567678585065,0.20660787097693,0.0505739673290485,0.0307194580817388,0.128444739972643,0.0567114528423865,0.0075413965917494,0.0584888876887415,0.0443797601468792,-0.0402726253767192,-0.0605624210595335,-0.0402911062032321,0.0332042073745848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-08,-0.0381894035517815,-0.217036618887588,0.158084572786829,0.0803567678585065,0.20660787097693,0.0505739673290485,0.0307194580817388,0.128444739972643,0.0567114528423865,0.0075413965917494,0.0584888876887415,0.0443797601468792,-0.0402726253767192,-0.0605624210595335,-0.0402911062032321,0.0332042073745848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-09,-0.0397190764519204,-0.220540572182462,0.164966570202849,0.0672158686579975,0.207924793724254,0.0492629811705627,0.0306957548946517,0.127792082882887,0.055978209387843,0.0141573288170012,0.0566624796190135,0.045113773487881,-0.0398802075898371,-0.052343479169126,-0.0386183300888503,0.0522520934353785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-10,-0.0435921638744823,-0.222218594406328,0.161051287977679,0.071329850165849,0.210537069802263,0.0551614151377565,0.0377743177032264,0.109520887640664,0.0543437717991965,0.0131939333708517,0.062075724916872,0.0443866833216752,-0.0405670857371397,-0.0564153304294195,-0.0333308360970896,0.050978174565117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-11,-0.0377522905640057,-0.21934503397555,0.166950640808,0.0763085535112075,0.208887332861303,0.0458177302114207,0.0470710838976575,0.106416531800308,0.05677285439011,0.0101552475960805,0.061961150877401,0.0455748582863493,-0.0404251538089111,-0.055815460576805,-0.034092236448077,0.0281743898738458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-12,-0.0329311385216138,-0.215858476224442,0.165942592764758,0.08787723616485,0.207212576151776,0.0457169440233559,0.04824153474872,0.109765188515641,0.0571222879564875,0.0065546698948752,0.0610903660224475,0.0464004090941397,-0.0399099190863151,-0.059391539802913,-0.0397923267607787,0.022316023574811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-13,-0.0319113979715239,-0.216637210194684,0.169754264155685,0.0751728127976145,0.20925131415672,0.0464317505999825,0.0473975771196002,0.128631349584663,0.0542885738386415,0.00942077488423,0.062802464937824,0.047897888539645,-0.0404010666668637,-0.051776405074889,-0.0364947714350823,0.028267100204048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-14,-0.0319113979715239,-0.216637210194684,0.169754264155685,0.0751728127976145,0.20925131415672,0.0464317505999825,0.0473975771196002,0.128631349584663,0.0542885738386415,0.00942077488423,0.062802464937824,0.047897888539645,-0.0404010666668637,-0.051776405074889,-0.0364947714350823,0.028267100204048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-15,-0.0319113979715239,-0.216637210194684,0.169754264155685,0.0751728127976145,0.20925131415672,0.0464317505999825,0.0473975771196002,0.128631349584663,0.0542885738386415,0.00942077488423,0.062802464937824,0.047897888539645,-0.0404010666668637,-0.051776405074889,-0.0364947714350823,0.028267100204048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-16,-0.0319113979715239,-0.216637210194684,0.169754264155685,0.0751728127976145,0.20925131415672,0.0464317505999825,0.0473975771196002,0.128631349584663,0.0542885738386415,0.00942077488423,0.062802464937824,0.047897888539645,-0.0404010666668637,-0.051776405074889,-0.0364947714350823,0.028267100204048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-17,-0.0332899269277281,-0.216147213308207,0.162637141979641,0.079137864079585,0.207932933906081,0.0467311260561772,0.038801551412323,0.14096907199499,0.051718406579191,0.0085238292337403,0.063647590593308,0.048027400450986,-0.042520624254786,-0.0505538009756535,-0.0391315665869615,0.0256506034911397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-18,-0.0337371309367078,-0.214952783124471,0.167402370520947,0.0655158067021385,0.206460698957032,0.0432126244723483,0.0380008003033626,0.134642764012864,0.0507204765775805,0.0088235329669324,0.065176210931176,0.0486635769024956,-0.04213394687174,-0.0485515860760952,-0.0431358130376691,0.0260016506408437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-19,-0.0409126456069682,-0.216774151440768,0.160385932235815,0.0563699520982835,0.20636598528998,0.0438132874675933,0.0308942547152665,0.136373670465095,0.0498396421616964,0.0116235902082827,0.06035249528502,0.0479100159280574,-0.0421124156369957,-0.0391595676206199,-0.045927528452627,0.0303350447051703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-20,-0.0363184546680807,-0.217338234905754,0.162439616003677,0.0566699869315405,0.206405732311215,0.0463089704946144,0.031904163204477,0.146610021249435,0.0508485442940435,0.011875928442876,0.0620836765359745,0.0468852647400937,-0.0419831373901481,-0.0394047977525796,-0.0466682977245686,0.02576470594766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-21,-0.0363184546680807,-0.217338234905754,0.162439616003677,0.0566699869315405,0.206405732311215,0.0463089704946144,0.031904163204477,0.146610021249435,0.0508485442940435,0.011875928442876,0.0620836765359745,0.0468852647400937,-0.0419831373901481,-0.0394047977525796,-0.0466682977245686,0.02576470594766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-22,-0.0363184546680807,-0.217338234905754,0.162439616003677,0.0566699869315405,0.206405732311215,0.0463089704946144,0.031904163204477,0.146610021249435,0.0508485442940435,0.011875928442876,0.0620836765359745,0.0468852647400937,-0.0419831373901481,-0.0394047977525796,-0.0466682977245686,0.02576470594766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-23,-0.035919569304438,-0.216909854242659,0.161466990250336,0.0621075536921525,0.208014079401908,0.0477034816023069,0.0326493845525536,0.14696358476285,0.0501818179710345,0.0089301898530656,0.066520322343405,0.0466463138806096,-0.041838238716264,-0.0446054939212474,-0.0511822084580125,0.0121700897032658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-24,-0.035903988685755,-0.215936890886928,0.161456015793608,0.0758635434846485,0.207584017539088,0.050477102649348,0.0321741086979373,0.135975501470553,0.0486092211059634,0.0101861862464488,0.0661953543365395,0.0464056483385751,-0.041325233921383,-0.0435633303950285,-0.0493873113278392,0.0253478695212614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-25,-0.0317314983114268,-0.216493343889197,0.15470064732784,0.0796941221977275,0.213628708382677,0.0516517014383905,0.038315163917247,0.142297733075918,0.0480943413590243,0.0082504088769637,0.0673525009421765,0.0459436212504251,-0.0411239590202596,-0.0422640078338988,-0.05151624143582,0.0176700922234714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-26,-0.0367850811030869,-0.215376356557782,0.157824514706678,0.0785567723743725,0.218125541366981,0.053192083249869,0.0347236002131295,0.14846310032701,0.0472220403218186,0.007395922348913,0.0692112182059895,0.0480916872454215,-0.0404969784435762,-0.042527333110666,-0.0558653893830395,0.0096806045413945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-27,-0.0450231411319202,-0.217412834590486,0.149305579031749,0.064939670949006,0.217481974297048,0.0522567731114725,0.0317472868872775,0.154547552798729,0.0447496224021188,0.0115471858054111,0.071285382862734,0.0463386626201855,-0.0414086379501175,-0.0356892939204234,-0.059414076772588,0.0432392932822669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-28,-0.0450231411319202,-0.217412834590486,0.149305579031749,0.064939670949006,0.217481974297048,0.0522567731114725,0.0317472868872775,0.154547552798729,0.0447496224021188,0.0115471858054111,0.071285382862734,0.0463386626201855,-0.0414086379501175,-0.0356892939204234,-0.059414076772588,0.0432392932822669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-29,-0.0450231411319202,-0.217412834590486,0.149305579031749,0.064939670949006,0.217481974297048,0.0522567731114725,0.0317472868872775,0.154547552798729,0.0447496224021188,0.0115471858054111,0.071285382862734,0.0463386626201855,-0.0414086379501175,-0.0356892939204234,-0.059414076772588,0.0432392932822669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-30,-0.0409657261882284,-0.211627456660863,0.1567431604992,0.069385561903788,0.213393961516663,0.05134982040987,0.0352048698503627,0.157282222398025,0.043990591563222,0.0032053414740699,0.067116437592529,0.0492056469402638,-0.0393636155362012,-0.0462960278797116,-0.0532477185572315,-0.0043242063642879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-01-31,-0.0483245980270724,-0.215769385695166,0.14447845875723,0.061681842714407,0.218121246253736,0.0569834717751025,0.0358733442393787,0.152706245704711,0.042098926982127,0.0061644925087267,0.079899924291999,0.0481549107100196,-0.0415140499984396,-0.0347003873042192,-0.062410409587794,0.0381014515492166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-01,-0.0496908885499677,-0.206615323753039,0.138694254702969,0.0559708960817365,0.211790561880135,0.053487542452032,0.0199856021926584,0.152259544937863,0.0401344112676372,0.007771793614713,0.0814482957485055,0.0476625183872124,-0.0415263522485401,-0.0234710806888814,-0.0762474758556095,0.055891687527518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-02,-0.062701466690473,-0.20790873913842,0.127129388564547,0.05286668434555,0.220889385391889,0.063115380438994,0.0180052631929537,0.158480380582638,0.0351540848718486,0.0099979839057921,0.0956018293136765,0.0489965190911651,-0.0421967784232007,-0.0113783363393661,-0.074264185921658,0.0895830656812065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-03,-0.06032680528512,-0.199834905121942,0.120460989819364,0.109753218417179,0.215275061150509,0.058360133212153,0.0299337227993367,0.168601994777704,0.0352489163641605,0.0103074300018303,0.089856015544084,0.0468906922128072,-0.0437321562236375,-0.0088911497091445,-0.058192223777036,0.0581852958099755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-04,-0.06032680528512,-0.199834905121942,0.120460989819364,0.109753218417179,0.215275061150509,0.058360133212153,0.0299337227993367,0.168601994777704,0.0352489163641605,0.0103074300018303,0.089856015544084,0.0468906922128072,-0.0437321562236375,-0.0088911497091445,-0.058192223777036,0.0581852958099755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-05,-0.06032680528512,-0.199834905121942,0.120460989819364,0.109753218417179,0.215275061150509,0.058360133212153,0.0299337227993367,0.168601994777704,0.0352489163641605,0.0103074300018303,0.089856015544084,0.0468906922128072,-0.0437321562236375,-0.0088911497091445,-0.058192223777036,0.0581852958099755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-06,-0.0548326390380225,-0.192617769202205,0.121527166199528,0.0817891767453525,0.213655461160743,0.0436415462777508,0.054183909321585,0.190123368051359,0.0372902112191495,0.0079342607076001,0.103959847918477,0.0483833743368307,-0.0431969150954876,-0.0170808827640455,-0.0562606912486915,0.0348691180228864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-07,-0.052160517587143,-0.193139501992236,0.119771393815572,0.091168271116851,0.214082450283013,0.0432045873173656,0.0575704607251685,0.196703696385189,0.0334150216731736,0.0111701099820776,0.113081488615518,0.0473920754118569,-0.0439686965976267,-0.0207396554013193,-0.0576973635620005,0.066636572531821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-08,-0.053595428439573,-0.189194909899084,0.12169784829064,0.12914536102794,0.210420807903087,0.0457728744427795,0.058980284947723,0.192190426796835,0.0357464883190136,0.0062468796859707,0.102935594189918,0.0487861733831227,-0.0440625280959772,-0.0197610522147272,-0.070173935661072,0.0260598507370848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-09,-0.049200690989415,-0.191221572476731,0.123372497343838,0.156801629354103,0.208087429246879,0.057822187143476,0.059643564667527,0.183394516964772,0.0325784591925242,0.0129952353364013,0.101244733687713,0.0478347197433762,-0.0432686223571346,-0.0058678866224872,-0.0803900318582075,0.060936654109573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-10,-0.053694107655816,-0.191134023117697,0.125444238749234,0.159032144737954,0.218530630730088,0.0538238275242795,0.0588758773741695,0.178836214973359,0.0322344806266208,0.0120274053864965,0.104810637804127,0.0493247085126287,-0.0440774174440152,-0.0047030444875233,-0.0741608330396625,0.066555212610059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-11,-0.053694107655816,-0.191134023117697,0.125444238749234,0.159032144737954,0.218530630730088,0.0538238275242795,0.0588758773741695,0.178836214973359,0.0322344806266208,0.0120274053864965,0.104810637804127,0.0493247085126287,-0.0440774174440152,-0.0047030444875233,-0.0741608330396625,0.066555212610059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-12,-0.053694107655816,-0.191134023117697,0.125444238749234,0.159032144737954,0.218530630730088,0.0538238275242795,0.0588758773741695,0.178836214973359,0.0322344806266208,0.0120274053864965,0.104810637804127,0.0493247085126287,-0.0440774174440152,-0.0047030444875233,-0.0741608330396625,0.066555212610059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-13,-0.0509036351283,-0.191805992355425,0.195679027172501,0.06820455762637,0.221563208677602,0.06386727165527,0.0487379530158016,0.200397079846075,0.0166017139868417,0.082406108405616,0.208270630685185,0.051187933945449,-0.0395358252236746,0.0576608209836385,-0.078894030144762,0.24966255872553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-14,-0.058938233057189,-0.18206956046834,0.163136586373261,0.100227251660988,0.229245982581713,0.0530472839719575,0.0640358499791155,0.179966400622382,0.0392068381917518,8.631081240017e-05,0.136337947397024,0.0520588098210415,-0.0422745180146236,-0.0241142709257738,-0.085753971204275,0.068022595096618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-15,-0.058857197738886,-0.180620494130796,0.144519886152109,0.091313646822768,0.22976262967963,0.0488609744305137,0.052731145522301,0.179742433334333,0.0385343732961613,-0.0009723085226057,0.133615581457685,0.049544146038439,-0.0422098850880616,-0.024611161830018,-0.07636590585242,0.055897387246032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-16,-0.0613024142828865,-0.185588108156385,0.131540195103059,0.100292683597201,0.22603157425295,0.0678853380485535,0.0364714645284986,0.178788723095438,0.0391869980485708,0.0011789465904162,0.138244147882675,0.0459964278482733,-0.0446543103776227,-0.047344706849389,-0.088430875215782,0.041657033607051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-17,-0.0531058853605255,-0.182366620577823,0.136934018078089,0.0907465252279915,0.223856124702867,0.06898307518559,0.036016859360506,0.158975382168282,0.0419998889712947,-0.0008374083551228,0.134257692039578,0.0462143695645727,-0.0407539560143462,-0.0474267174642612,-0.10049156098597,0.0403273486183121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-18,-0.0531058853605255,-0.182366620577823,0.136934018078089,0.0907465252279915,0.223856124702867,0.06898307518559,0.036016859360506,0.158975382168282,0.0419998889712947,-0.0008374083551228,0.134257692039578,0.0462143695645727,-0.0407539560143462,-0.0474267174642612,-0.10049156098597,0.0403273486183121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-19,-0.0531058853605255,-0.182366620577823,0.136934018078089,0.0907465252279915,0.223856124702867,0.06898307518559,0.036016859360506,0.158975382168282,0.0419998889712947,-0.0008374083551228,0.134257692039578,0.0462143695645727,-0.0407539560143462,-0.0474267174642612,-0.10049156098597,0.0403273486183121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-20,-0.0531058853605255,-0.182366620577823,0.136934018078089,0.0907465252279915,0.223856124702867,0.06898307518559,0.036016859360506,0.158975382168282,0.0419998889712947,-0.0008374083551228,0.134257692039578,0.0462143695645727,-0.0407539560143462,-0.0474267174642612,-0.10049156098597,0.0403273486183121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-21,-0.0494094030875994,-0.18221554820483,0.167963151570918,0.101605574398709,0.222173868263432,0.076745101043134,0.0408952008108114,0.152131598716262,0.0424248459611677,0.0002553395589916,0.135588553898444,0.0489560840215962,-0.0386580059800184,-0.051779787043961,-0.111979899549028,0.053582287409373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-22,-0.0485381905691508,-0.18087880096474,0.153021334823511,0.102853937066845,0.220524281188616,0.0770578473583415,0.0390265671499407,0.143959276838797,0.0421482492703858,-0.0047432650422251,0.127348744174851,0.0471097545593886,-0.0392645951213415,-0.0553037896282725,-0.112531184585043,4.3982155464739e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
2017-02-23,-0.0237366961085266,-0.179738486353796,0.151829069745046,0.178057570241278,0.214813984786265,0.064396302103477,0.05411071285614,0.154012274854288,0.055748084649995,-0.0143752952407011,0.137325475710751,0.045505439912106,-0.0405741918614544,-0.0378692144833879,-0.136384722570624,-0.0368740953552078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,1,1,1,1,1
